Bill,Fir Start Date,Bill Date,Accounting Date,Due Date,Total,Total Currency,Outstanding,Outstanding Currency,Country,Operator,Operator Ref ID,Call Sign,Aircraft Registration,Origin ICAO Code,Origin IATA Code,Destination ICAO Code,Destination IATA Code,Aircraft Manufacturer,Aircraft Model,Aircraft Model ICAO Code,Aircraft Model MTOW (kg),Fir Started,Fir Ended,Duration,Flight ID,Flight Segment ID,Flight Segment Observed Point Count,Flight Segment Point Count,Flight Segment Duration Seconds,Flight Duration Seconds,Flight Length Km,Flight Path Observed Point Count,Flight Path Point Count,Manually Updated,Flight Takeoff,Flight Landing,Departure Scheduled Utc,Arrival Scheduled Utc
7KVLHP7YPD,2024-09-22 11:04:00 UTC,,,,275.00,USD,275.00,USD,Somalia,SKYWARD EXPRESS,XXNR3K94H3,5YSKC,5YSKC,HKJK,NBO,HCMM,MGQ,FOKKER,FOKKER 100,F100,43390.0,2024-09-22 @ 11:04 UTC,2024-09-22 @ 11:48 UTC,00:44:00,542c5b2f-71d2-4e9d-9ef1-e7c3e0c8cf95,ae3396ff-4c2e-444d-936f-5b8893190a54,45,45,2640,6240,1003.66,83,83,false,2024-09-22 10:21:00 UTC,2024-09-22 12:05:00 UTC,,
ALXZH7HVMJ,2024-09-22 11:06:00 UTC,,,,345.00,USD,345.00,USD,Somalia,EGYPT AIR,VPAWR4HTKH,MSR874,SUGEB,HCMM,MGQ,HDAM,JIB,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 11:06 UTC,2024-09-22 @ 12:14 UTC,01:08:00,ca627309-a3de-40b6-bbfe-d287d7c4987c,6177f70c-9c1b-4147-9be8-b7f51ccceedd,51,52,4080,7740,1270.65,68,69,false,2024-09-22 11:06:00 UTC,2024-09-22 13:15:00 UTC,2024-09-22 11:20:00 UTC,2024-09-22 13:15:00 UTC
7M4VKFMAE7,2024-09-22 11:06:00 UTC,,,,40.00,USD,40.00,USD,Somalia,Phoenix Aviation Ltd.,CTWPPXYALT,UNO659P,5YRJA,HCMM,MGQ,HCMM,MGQ,BEECH,BEECH 200 Super King Air,BE20,5670.0,2024-09-22 @ 11:06 UTC,2024-09-22 @ 12:54 UTC,01:48:00,06a64dac-a1c7-4c18-b47d-5b1b890d2987,585b57f2-88eb-4927-95e5-6ae93ce84266,95,95,6480,6540,506.85,83,83,false,2024-09-22 11:06:00 UTC,2024-09-22 12:55:00 UTC,,
NLT7PYCZ7A,2024-09-22 06:19:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1260,A6FMW,HTZA,ZNZ,OMDB,DXB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-22 @ 06:19 UTC,2024-09-22 @ 08:25 UTC,02:06:00,3b492816-ddb8-4624-86d1-f31589270031,3e8b97e6-921b-4b7f-ac75-a8344ea86602,122,122,7560,18060,4125.17,221,221,false,2024-09-22 05:33:00 UTC,2024-09-22 10:34:00 UTC,2024-09-22 05:00:00 UTC,2024-09-22 10:45:00 UTC
NVP7YLQYKM,2024-09-22 08:25:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE793,A6ECI,OMDB,DXB,FNLU,LAD,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-22 @ 08:25 UTC,2024-09-22 @ 08:49 UTC,00:24:00,2346f67a-7538-49db-900e-b980e42aad2c,e93f6483-417d-4075-9ccb-0465ca6c0cb6,26,26,1440,26760,6450.06,171,171,false,2024-09-22 06:18:00 UTC,2024-09-22 13:44:00 UTC,2024-09-22 05:45:00 UTC,2024-09-22 13:30:00 UTC
LZ4YPEND3V,2024-09-22 09:39:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE40J,A6ENZ,OMDB,DXB,HAAB,ADD,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-22 @ 09:39 UTC,2024-09-22 @ 10:03 UTC,00:24:00,41d8655e-8075-4f42-83c4-87307a1c6b9c,f6ab1676-8835-441b-980d-ac7c2757d2dc,26,26,1440,12780,3046.59,119,119,false,2024-09-22 07:33:00 UTC,2024-09-22 11:06:00 UTC,,
CEECPQ92QQ,2024-09-22 08:44:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE55V,A6ENT,OMDB,DXB,HUEN,EBB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-22 @ 08:44 UTC,2024-09-22 @ 09:09 UTC,00:25:00,f4a023c3-159a-4031-9556-fc0fc893147b,372924bf-91cf-4dfc-9280-1151fcb76303,27,27,1500,16860,4090.66,145,145,false,2024-09-22 06:36:00 UTC,2024-09-22 11:17:00 UTC,,
L2LJNMKYYY,2024-09-22 09:34:00 UTC,,,,345.00,USD,345.00,USD,Somalia,OMAN AIR,PWYJYKMFN9,QTR42L,A4ODI,HTDA,DAR,OTHH,DOH,BOEING,BOEING 737-200,B732,52390.0,2024-09-22 @ 09:34 UTC,2024-09-22 @ 11:35 UTC,02:01:00,1cac4fff-2b06-4a2a-a1c8-59adc0de5b92,ff134b96-c229-439f-afef-61753e88b405,120,120,7260,18840,4447.8,233,233,false,2024-09-22 08:41:00 UTC,2024-09-22 13:55:00 UTC,2024-09-22 08:45:00 UTC,2024-09-22 14:30:00 UTC
LYDKDK2HWP,2024-09-22 08:00:00 UTC,,,,345.00,USD,345.00,USD,Somalia,RWANDAIR LTD.,N4A7KUJN39,RWD9305,9XRWW,OMSJ,SHJ,,,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 08:00 UTC,2024-09-22 @ 08:27 UTC,00:27:00,613ebfd8-4447-4987-aa33-a3c5b3ac3e0f,5e371630-b805-48ea-8106-98e4a43e39c5,29,29,1620,18000,4149.87,154,154,false,2024-09-22 05:41:00 UTC,2024-09-22 10:41:00 UTC,,
EYXQ3KPPC7,2024-09-22 07:57:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH879,ETAVI,HAAB,ADD,FSIA,SEZ,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-22 @ 07:57 UTC,2024-09-22 @ 08:44 UTC,00:47:00,b3eaade6-2d3b-405b-ad9b-d13d888244e8,20acc683-7f39-42b6-a8ef-b084bd720389,49,49,2820,11340,2470.85,81,81,false,2024-09-22 07:05:00 UTC,2024-09-22 10:14:00 UTC,2024-09-22 06:30:00 UTC,2024-09-22 10:20:00 UTC
VAUULZNEWL,2024-09-22 00:40:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE89J,A6EEZ,OMDB,DXB,FIMP,MRU,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-22 @ 00:40 UTC,2024-09-22 @ 00:44 UTC,00:04:00,aed9c9e8-023a-4b0a-8ecc-cd651ee7ff90,3d0a803e-f2ce-495c-bc22-046304f4ba39,4,4,240,21840,5215.02,135,135,false,2024-09-21 22:50:00 UTC,2024-09-22 04:54:00 UTC,,
JNTJYNP9TY,2024-09-22 10:51:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB620,A6FED,HUEN,EBB,OMDB,DXB,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 10:51 UTC,2024-09-22 @ 11:18 UTC,00:27:00,1afeb0dd-a356-4bc8-b80f-94788da97efc,852e7609-d97d-4fad-8521-d75f9f53b8d1,30,30,1620,18480,4134.15,157,157,false,2024-09-22 08:42:00 UTC,2024-09-22 13:50:00 UTC,2024-09-22 08:30:00 UTC,2024-09-22 14:10:00 UTC
UT4NULHTYH,2024-09-22 11:54:00 UTC,,,,275.00,USD,275.00,USD,Somalia,I Fly Air Solutions Ltd,D7P9XP2QMT,IFY710,5YIFA,HKJK,NBO,HCMM,MGQ,FOKKER,FOKKER 70,F70,36740.0,2024-09-22 @ 11:54 UTC,2024-09-22 @ 12:37 UTC,00:43:00,61492478-2ae3-46d6-a16d-ddd81f4cd1cf,ea153ccb-818b-49b7-b04b-eca3cb247806,44,44,2580,5580,1001.23,78,78,false,2024-09-22 11:05:00 UTC,2024-09-22 12:38:00 UTC,,
24YX2XNM9L,2024-09-22 13:43:00 UTC,,,,395.00,USD,395.00,USD,Somalia,SAUDI ARABIAN AIRLINES,XFMAC43TC4,SVA482,HZAR32,FIMP,MRU,OEJN,JED,BOEING,BOEING Dreamliner (Srs.10),B78X,254000.0,2024-09-22 @ 13:43 UTC,2024-09-22 @ 13:43 UTC,00:00:00,3076f62f-9de1-4fc3-8b55-1403d63b3332,f9256183-9b56-4000-a839-c2d33d837f8d,3,4,0,25020,5192.05,28,29,false,2024-09-22 13:13:00 UTC,2024-09-22 20:10:00 UTC,2024-09-22 12:55:00 UTC,2024-09-22 20:10:00 UTC
XMLFFNXWWA,2024-09-22 01:38:00 UTC,,,,345.00,USD,345.00,USD,Somalia,RWANDAIR LTD.,N4A7KUJN39,,9XRWQ,OTHH,DOH,DNAA,ABV,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 01:38 UTC,2024-09-22 @ 02:06 UTC,00:28:00,aea1db40-69f0-46a6-9e11-8b55ed13626c,cf6790f1-d203-4d4f-9f0d-86bcf46619a5,31,31,1680,57619,9109.44,207,208,false,2024-09-21 23:05:00 UTC,2024-09-22 15:05:19 UTC,,
Q74JDWVTEH,2024-09-22 10:52:00 UTC,,,,345.00,USD,345.00,USD,Somalia,Royal Jet Group,WFZK4D9CCT,ROJ007,A6RJU,,,OMAD,AZI,BOEING,BOEING 737-700 BBJ,B737,66320.0,2024-09-22 @ 10:52 UTC,2024-09-22 @ 12:44 UTC,01:52:00,b3388013-f37e-4c6c-9837-38101da01d99,9c9225be-40f1-412b-8cec-6982d7750d1f,107,107,6720,14940,3366.67,183,183,false,2024-09-22 10:41:00 UTC,2024-09-22 14:50:00 UTC,,
CQJ4KMCEEE,2024-09-04 21:07:00 UTC,,,,345.00,USD,345.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR1488,A7AHW,HTZA,ZNZ,OTHH,DOH,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-04 @ 21:07 UTC,2024-09-04 @ 23:16 UTC,02:09:00,a9c83fa9-38af-4636-9e14-39ed8fbeb561,a04ec6f7-cdda-4379-8cec-72bdc78d1b2e,83,83,7740,19680,4369.54,192,192,false,2024-09-04 20:14:00 UTC,2024-09-05 01:42:00 UTC,2024-09-04 20:20:00 UTC,2024-09-05 02:15:00 UTC
XJUJE4VPEQ,2024-09-05 21:53:00 UTC,,,,395.00,USD,395.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA886,5YKZC,HKJK,NBO,VTBS,BKK,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-09-05 @ 21:53 UTC,2024-09-06 @ 02:07 UTC,04:14:00,d5061d06-dc75-4f72-8cd9-3236d7ecd5b3,68e2d871-4aa4-4bf3-84a2-34841dc6589e,62,62,15240,33420,7717.63,275,275,false,2024-09-05 21:11:00 UTC,2024-09-06 06:28:00 UTC,2024-09-05 20:59:00 UTC,2024-09-06 06:30:00 UTC
KTQ3E4UND7,2024-09-24 02:22:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE37R,A6EEA,OMDB,DXB,FAOR,JNB,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-24 @ 02:22 UTC,2024-09-24 @ 04:22 UTC,02:00:00,8d47ad93-500f-4bcc-9b1f-c21b2f85d10e,2eb844d3-ef33-4a76-8bfa-6a8dd3b3971e,112,112,7200,27840,6693.53,329,329,false,2024-09-24 00:28:00 UTC,2024-09-24 08:12:00 UTC,,
CX772V7EDP,2024-09-21 22:06:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR MAURITIUS LIMITED,E9VVF7HATN,MAU14,3BNCF,FIMP,MRU,LFPG,CDG,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-09-21 @ 22:06 UTC,2024-09-21 @ 23:06 UTC,01:00:00,3a20483f-5754-40ba-9b8e-31467673291e,56d4c01a-81bc-45f1-862d-66afe433f13a,25,25,3600,41640,9645.61,268,268,false,2024-09-21 18:59:00 UTC,2024-09-22 06:33:00 UTC,2024-09-21 18:45:00 UTC,2024-09-22 06:35:00 UTC
3F494TQXFV,2024-09-22 07:43:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE85H,A6EPD,OMDB,DXB,FACT,CPT,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-22 @ 07:43 UTC,2024-09-22 @ 09:44 UTC,02:01:00,cbbd52c6-c8f7-43fa-9d8b-bee277f14976,37df148e-6d34-4df3-9feb-f232071f1fb9,117,117,7260,33720,7938.31,391,391,false,2024-09-22 05:51:00 UTC,2024-09-22 15:13:00 UTC,,
PLKFKJHTCX,2024-09-22 09:06:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE1KN,A6EBM,OMDB,DXB,FALE,DUR,BOEING,BOEING 777-300,B773,299370.0,2024-09-22 @ 09:06 UTC,2024-09-22 @ 11:05 UTC,01:59:00,ea701e87-28a7-4bbd-a99b-b025a65e17ef,f22977b9-e262-4c6c-ac58-1b60936369f3,115,115,7140,28440,6885.04,337,337,false,2024-09-22 07:12:00 UTC,2024-09-22 15:06:00 UTC,,
XWUH7FWT2C,2024-09-22 12:54:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH374,ETAPF,HAAB,ADD,HCMH,HGA,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 12:54 UTC,2024-09-22 @ 12:54 UTC,00:00:00,ab96294a-f850-4415-845b-003efa30c668,c9aad1be-312b-408b-b548-6eb1e7dfe353,1,2,0,5040,582.55,14,15,false,2024-09-22 12:41:00 UTC,2024-09-22 14:05:00 UTC,2024-09-22 12:35:00 UTC,2024-09-22 14:05:00 UTC
XMAVT2TVAE,2024-09-22 12:59:00 UTC,,,,275.00,USD,275.00,USD,Somalia,SKYWARD EXPRESS,XXNR3K94H3,5YSKC,5YSKC,HCMM,MGQ,HKJK,NBO,FOKKER,FOKKER 100,F100,43390.0,2024-09-22 @ 12:59 UTC,2024-09-22 @ 13:46 UTC,00:47:00,80ce1270-53c4-41ef-9f97-049eb760db75,06dc27ff-f937-4424-b89f-360fd8578f03,49,49,2820,5700,1067.18,94,94,false,2024-09-22 12:59:00 UTC,2024-09-22 14:34:00 UTC,,
NPXDMY9ZPT,2024-09-22 13:42:00 UTC,,,,40.00,USD,40.00,USD,Somalia,African Medical & Research Foundation (AMREF Flying Doctors),UDEZ22NLMD,FDS06,5YJMN,HKNW,WIL,HCMM,MGQ,PILATUS,PILATUS PC-12,PC12,4500.0,2024-09-22 @ 13:42 UTC,2024-09-22 @ 14:59 UTC,01:17:00,329a6347-cd26-4155-b683-d25099ed0cef,b8e3f8e4-c64b-423f-a022-3aa5bb617675,102,102,4620,9060,1058.44,120,120,false,2024-09-22 12:33:00 UTC,2024-09-22 15:04:00 UTC,,
UMMXUEPCAW,2024-09-22 12:10:00 UTC,,,,275.00,USD,275.00,USD,Somalia,Qatar Executive,4H3VHPYFUU,QQE514,A7CEE,FSIA,SEZ,LIRA,CIA,BOMBARDIER,BOMBARDIER 5000 Global 5000 BD-700,GL5T,41957.0,2024-09-22 @ 12:10 UTC,2024-09-22 @ 12:10 UTC,00:00:00,70c17b9f-fafa-4cd3-97e3-517f4003939d,b581bc6b-be79-4014-8312-71d3a44c5f9b,1,2,0,32580,7072.01,132,133,false,2024-09-22 06:00:00 UTC,2024-09-22 15:03:00 UTC,2024-09-22 06:00:00 UTC,
7DCWDHVWEQ,2024-09-22 07:43:00 UTC,,,,345.00,USD,345.00,USD,Somalia,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),MX37XUPJXH,THY647,TCLCB,HCMM,MGQ,LTFM,IST,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-22 @ 07:43 UTC,2024-09-22 @ 09:14 UTC,01:31:00,d75cb965-fb3b-452a-9066-8f87b6b91af7,0ab9f6e4-5e64-41af-a9ff-46e357b42892,47,47,5460,23880,5065.29,217,217,false,2024-09-22 07:43:00 UTC,2024-09-22 14:21:00 UTC,2024-09-22 07:05:00 UTC,2024-09-22 14:15:00 UTC
JKPWDDKNTV,2024-09-22 02:01:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR FRANCE,VCUKH9C3FA,AFR642,FGSQT,LFPO,ORY,FMEE,RUN,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-22 @ 02:01 UTC,2024-09-22 @ 02:42 UTC,00:41:00,c4047377-481b-443f-9a08-4f0e140d29f4,3e76666f-ba0a-4f28-bd20-21f1776b2a0a,43,43,2460,37620,9613.5,275,275,false,2024-09-21 19:11:00 UTC,2024-09-22 05:38:00 UTC,2024-09-21 19:00:00 UTC,2024-09-22 06:00:00 UTC
PLUQCLDCFN,2024-09-22 14:43:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETIHAD AIRWAYS,79JEJE3VVK,ETD701,A6EIX,FSIA,SEZ,OMAA,AUH,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-22 @ 14:43 UTC,2024-09-22 @ 14:43 UTC,00:00:00,37a4705f-6c4d-4259-9a6f-5c8b4b262f8f,f86b871c-05c3-4b1f-b33b-78d91b096212,2,2,0,14880,3339.88,91,91,false,2024-09-22 12:23:00 UTC,2024-09-22 16:31:00 UTC,2024-09-22 12:15:00 UTC,2024-09-22 16:45:00 UTC
4XUVZFLYVC,2024-09-22 11:25:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1687,A6FEC,OMDB,DXB,HTZA,ZNZ,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 11:25 UTC,2024-09-22 @ 13:17 UTC,01:52:00,25da9796-c458-452c-b706-ded0db58e87e,5723c2fd-2246-4254-b174-4bc50cf79205,55,55,6720,8460,4417.53,228,229,false,2024-09-22 09:09:00 UTC,2024-09-22 11:30:00 UTC,,
N2FHYPPZFV,2024-09-22 11:42:00 UTC,,,,345.00,USD,345.00,USD,Somalia,INTERGLOBE AVIATION PRIVATE LTD (T/A INDIGO),EYJ3FARPKX,IG1854,VTIQV,HKJK,NBO,,,AIRBUS,AIRBUS A-320neo,A20N,79000.0,2024-09-22 @ 11:42 UTC,2024-09-22 @ 12:38 UTC,00:56:00,153bff83-fe85-4922-be5c-25262e33aaae,9dfcbd0b-2b30-435c-8ca2-e97ee2ea2139,57,57,3360,18540,1313.27,95,95,false,2024-09-22 11:02:00 UTC,2024-09-22 16:11:00 UTC,,
TUPPYMNEV7,2024-09-22 12:09:00 UTC,,,,345.00,USD,345.00,USD,Somalia,Qatar Amiri Flight,JJCPUZWWDY,A7MBK,A7MBK,FSIA,SEZ,OTBD,DIA,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-22 @ 12:09 UTC,2024-09-22 @ 15:14 UTC,03:05:00,4c87c3da-f466-48e4-9b2c-7103e14c992b,9e4799fa-dc77-46fb-8cde-487e7533fcce,2,2,11100,16260,3656.71,86,86,false,2024-09-22 11:40:00 UTC,2024-09-22 16:11:00 UTC,,
JUFQAEPHPW,2024-09-22 04:00:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR AUSTRAL,NY9EAMYFE4,REU976,FOLRC,LFPG,CDG,FMCZ,DZA,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-09-22 @ 04:00 UTC,2024-09-22 @ 04:46 UTC,00:46:00,4ad11c91-3b41-4ebc-a2b7-20c8e2f288a5,16d16e8a-d3c0-4bba-a16d-6efdf709a3d0,47,47,2760,33600,8301.07,230,231,false,2024-09-21 21:05:00 UTC,2024-09-22 06:25:00 UTC,2024-09-21 20:25:00 UTC,2024-09-22 06:25:00 UTC
KEZD9KA4YZ,2024-09-22 13:59:00 UTC,,,,345.00,USD,345.00,USD,Somalia,AIR ARABIA,R3YRCFJFWK,ABY721,A6AOK,HUEN,EBB,OMSJ,SHJ,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-22 @ 13:59 UTC,2024-09-22 @ 14:25 UTC,00:26:00,5544e3a9-0217-4258-9c11-8e0653dbe29c,3bdff15d-3b29-457b-aadf-b47be81acd05,28,28,1560,19680,4145.63,149,150,false,2024-09-22 11:25:00 UTC,2024-09-22 16:53:00 UTC,2024-09-22 11:25:00 UTC,2024-09-22 17:00:00 UTC
UCTFV4MVAE,2024-09-21 23:38:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH604,ETAVC,HAAB,ADD,ZBAA,PEK,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-09-21 @ 23:38 UTC,2024-09-21 @ 23:38 UTC,00:00:00,6ff70103-769f-46df-a994-44606793f579,0d9a54af-d99c-4f62-9981-f2e9c158e58d,4,4,0,34500,8907.56,373,373,false,2024-09-21 22:42:00 UTC,2024-09-22 08:17:00 UTC,2024-09-21 22:15:00 UTC,2024-09-22 09:20:00 UTC
KUH24UFLTH,2024-09-22 12:21:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETIHAD AIRWAYS,79JEJE3VVK,ETD748,A6BLZ,FAOR,JNB,OMAA,AUH,BOEING,BOEING Dreamliner (Srs.9),B789,254011.7272,2024-09-22 @ 12:21 UTC,2024-09-22 @ 14:15 UTC,01:54:00,95ad73c6-24c4-4802-bac1-b5cb4c786c77,6f42d2a1-7770-4e11-bf54-6718078d1877,110,110,6840,26160,6564.49,231,231,false,2024-09-22 09:00:00 UTC,2024-09-22 16:16:00 UTC,2024-09-22 07:55:00 UTC,2024-09-22 15:50:00 UTC
KXTDX3YZPU,2024-09-21 22:52:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH636,ETAXS,HAAB,ADD,,,BOEING,BOEING Dreamliner (Srs.9),B789,254011.7272,2024-09-21 @ 22:52 UTC,2024-09-21 @ 22:52 UTC,00:00:00,b705b497-611c-458c-a7e3-515339a14664,d8abf0b8-79a5-496d-be33-7300d5268c8d,2,2,0,32940,7780.13,335,335,false,2024-09-21 21:56:00 UTC,2024-09-22 07:05:00 UTC,2024-09-21 21:05:00 UTC,2024-09-22 06:50:00 UTC
VEKUDHJKL2,2024-09-22 12:06:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1290,A6FMN,HKMO,MBA,OMDB,DXB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-22 @ 12:06 UTC,2024-09-22 @ 14:14 UTC,02:08:00,d48d28dc-c9d7-4237-baba-07d9a6e0cff1,da6c5a85-e6e8-4365-a835-49fe4ec60207,126,126,7680,17400,3941.29,201,202,false,2024-09-22 11:35:00 UTC,2024-09-22 16:25:00 UTC,2024-09-22 11:35:00 UTC,2024-09-22 16:50:00 UTC
KTMPYNMCZE,2024-09-22 14:14:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE721,A6ENN,OMDB,DXB,HKJK,NBO,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-22 @ 14:14 UTC,2024-09-22 @ 15:44 UTC,01:30:00,beca9108-6cbd-4ff3-85ce-e6794fb71d08,c41e1b73-ee67-4a93-b999-e18256e9fe05,44,44,5400,16980,3910.6,225,225,false,2024-09-22 12:15:00 UTC,2024-09-22 16:58:00 UTC,2024-09-22 11:55:00 UTC,2024-09-22 17:00:00 UTC
WLY9XWPTZV,2024-09-22 16:14:00 UTC,,,,345.00,USD,345.00,USD,Somalia,INTERGLOBE AVIATION PRIVATE LTD (T/A INDIGO),EYJ3FARPKX,IGO1854,VTIQV,HKJK,NBO,VABB,BOM,AIRBUS,AIRBUS A-320neo,A20N,79000.0,2024-09-22 @ 16:14 UTC,2024-09-22 @ 16:14 UTC,00:00:00,1f90700c-5776-47ac-bacf-b7e44e315906,7f33fa09-b794-48f6-aa94-d27b12485b84,1,2,0,47700,4659.77,33,34,false,2024-09-22 03:40:00 UTC,2024-09-22 16:55:00 UTC,2024-09-22 03:40:00 UTC,2024-09-22 10:05:00 UTC
2DKDHAD3EU,2024-09-21 21:24:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH684,ETAWM,HAAB,ADD,ZSPD,PVG,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-09-21 @ 21:24 UTC,2024-09-21 @ 21:24 UTC,00:00:00,05660c65-aa1d-498a-bf44-16daf3d32426,8adc9946-8815-4ad8-b6e8-89f285cd6520,4,4,0,38580,9217.67,443,443,false,2024-09-21 20:17:00 UTC,2024-09-22 07:00:00 UTC,2024-09-21 20:00:00 UTC,2024-09-22 07:45:00 UTC
FTMTJDHPZM,2024-09-21 22:08:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH606,ETASL,HAAB,ADD,ZGGG,CAN,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-21 @ 22:08 UTC,2024-09-21 @ 22:08 UTC,00:00:00,52372de1-8042-4ad5-8bcd-88088d277d12,f69cba21-50b3-4db8-8cd2-b2cad9712fa2,4,4,0,34080,8162.9,364,364,false,2024-09-21 21:07:00 UTC,2024-09-22 06:35:00 UTC,2024-09-21 20:45:00 UTC,2024-09-22 06:55:00 UTC
HWPX9AYXAY,2024-09-22 08:16:00 UTC,,,,395.00,USD,395.00,USD,Somalia,CORSE AIR INTERNATIONAL,N49T9VTEMP,,FHZOE,FMEE,RUN,LFPO,ORY,AIRBUS,AIRBUS A-330-900,A339,251000.0,2024-09-22 @ 08:16 UTC,2024-09-22 @ 08:59 UTC,00:43:00,cf7fe7d1-1a9a-4b4f-acf1-2611ffdb4a25,53b6fa33-75a5-432f-beda-c89d1a76ef67,44,44,2580,42300,9441.89,319,319,false,2024-09-22 05:13:00 UTC,2024-09-22 16:58:00 UTC,,
DWDCVLPTYJ,2024-09-22 03:38:00 UTC,,,,395.00,USD,395.00,USD,Somalia,BRITISH AIRWAYS,FARTC4XRVN,BAW2065,GYMME,EGKK,LGW,FIMP,MRU,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-22 @ 03:38 UTC,2024-09-22 @ 04:21 UTC,00:43:00,b99d2474-8569-44de-b173-48b6aec51b42,fa0625a7-bd1e-4395-9e40-d3c328ef3578,42,42,2580,40080,9956.07,286,286,false,2024-09-21 20:20:00 UTC,2024-09-22 07:28:00 UTC,2024-09-21 20:00:00 UTC,2024-09-22 08:20:00 UTC
DPVCDQJM2Y,2024-09-22 14:13:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH3645,ETAYL,VAAH,AMD,HAAB,ADD,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 14:13 UTC,2024-09-22 @ 14:13 UTC,00:00:00,a74d7a46-6c6b-4491-9c81-49708e897862,9d38090c-d7a4-4da6-be66-a7e28e1a6e3e,4,4,0,18360,4191.23,116,116,false,2024-09-22 10:25:00 UTC,2024-09-22 15:31:00 UTC,,
